gene	cls	ensembl_id	is_ohnolog_strict	is_ohnolog_interm	is_ohnolog_relaxed	n_ohnolog_partners	ohnolog_dup_time	youngest_node_rank	youngest_paralog_node	n_paralogs	has_2R_window_paralog	dup_mode	age_category
CASZ1	singleton	ENSG00000130940	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
PRDM2	singleton	ENSG00000116731	False	False	False	0		18.0	Bilateria	50	False	SSD_dispersed	pre2R_ancient
ZNF683	singleton	ENSG00000176083	True	True	True	1	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ZNF362	singleton	ENSG00000160094	True	True	True	1	Vertebrata	19.0	Opisthokonta	36	False	WGD_ohnolog	pre2R_ancient
MTF1	singleton	ENSG00000188786	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
RLF	singleton	ENSG00000117000	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
HIVEP3	singleton	ENSG00000127124	False	True	True	3	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
ZNF691	singleton	ENSG00000164011	False	False	False	0		18.0	Bilateria	38	False	SSD_dispersed	pre2R_ancient
KLF17	singleton	ENSG00000171872	False	False	False	0		18.0	Bilateria	22	False	SSD_dispersed	pre2R_ancient
CCDC17	singleton	ENSG00000159588	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
GLIS1	singleton	ENSG00000174332	True	True	True	1	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
ZNF326	singleton	ENSG00000162664	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF644	singleton	ENSG00000122482	False	False	False	0		18.0	Bilateria	50	False	SSD_dispersed	pre2R_ancient
GFI1	singleton	ENSG00000162676	True	True	True	1	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ZNF697	singleton	ENSG00000143067	False	False	False	0		18.0	Bilateria	50	False	SSD_dispersed	pre2R_ancient
ZNF687	singleton	ENSG00000143373	True	True	True	2	Vertebrata	18.0	Bilateria	50	False	WGD_ohnolog	pre2R_ancient
ZNF648	singleton	ENSG00000179930	False	False	False	0		18.0	Bilateria	5	False	SSD_dispersed	pre2R_ancient
ZNF281	singleton	ENSG00000162702	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
ZNF678	singleton	ENSG00000181450	False	False	False	0		5.0	Simiiformes	176	False	SSD_dispersed	post2R_young
KLF6	singleton	ENSG00000067082	True	True	True	1	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
KIN	singleton	ENSG00000151657	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF438	singleton	ENSG00000183621	False	False	False	0		18.0	Bilateria	2	False	SSD_dispersed	pre2R_ancient
ZNF239	singleton	ENSG00000196793	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
ZNF32	singleton	ENSG00000169740	False	False	False	0		15.0	Euteleostomi	176	True	SSD_dispersed	2R_vertebrata
ZNF22	singleton	ENSG00000165512	False	False	False	0		18.0	Bilateria	18	False	SSD_dispersed	pre2R_ancient
ZNF488	singleton	ENSG00000265763	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF365	singleton	ENSG00000138311	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
EGR2	singleton	ENSG00000122877	True	True	True	2	Vertebrata	19.0	Opisthokonta	4	False	WGD_ohnolog	pre2R_ancient
ZNF503	singleton	ENSG00000165655	True	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
ZNF518A	singleton	ENSG00000177853	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
IKZF5	singleton	ENSG00000095574	False	False	False	0		18.0	Bilateria	38	False	SSD_dispersed	pre2R_ancient
ZNF511	singleton	ENSG00000198546	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF143	singleton	ENSG00000166478	True	True	True	1	Vertebrata	19.0	Opisthokonta	36	False	WGD_ohnolog	pre2R_ancient
PRMT3	singleton	ENSG00000185238	False	False	False	0		19.0	Opisthokonta	7	False	SSD_dispersed	pre2R_ancient
WT1	singleton	ENSG00000184937	False	False	False	0		19.0	Opisthokonta	4	False	SSD_dispersed	pre2R_ancient
ZNF408	singleton	ENSG00000175213	False	False	False	0		18.0	Bilateria	50	False	SSD_dispersed	pre2R_ancient
ZFP91	singleton	ENSG00000186660	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
OVOL1	singleton	ENSG00000172818	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
ZNF705E	singleton	ENSG00000214534	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
HINFP	singleton	ENSG00000172273	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
PRDM10	singleton	ENSG00000170325	False	True	True	1	Vertebrata	19.0	Opisthokonta	36	False	WGD_ohnolog	pre2R_ancient
ZNF384	singleton	ENSG00000126746	True	True	True	1	Vertebrata	19.0	Opisthokonta	36	False	WGD_ohnolog	pre2R_ancient
AEBP2	singleton	ENSG00000139154	False	False	False	0		18.0	Bilateria	14	False	SSD_dispersed	pre2R_ancient
ZNF740	singleton	ENSG00000139651	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
ZNF385A	singleton	ENSG00000161642	False	False	False	0		18.0	Bilateria	9	False	SSD_dispersed	pre2R_ancient
IKZF4	singleton	ENSG00000123411	True	True	True	3	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
GLI1	singleton	ENSG00000111087	False	False	False	0		18.0	Bilateria	14	False	SSD_dispersed	pre2R_ancient
EEA1	singleton	ENSG00000102189	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
PRDM4	singleton	ENSG00000110851	False	True	True	1	Vertebrata	18.0	Bilateria	50	False	WGD_ohnolog	pre2R_ancient
TRAFD1	singleton	ENSG00000135148	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF664	singleton	ENSG00000179195	False	False	False	0		12.0	Amniota	5	True	SSD_dispersed	post2R_young
GTF3A	singleton	ENSG00000122034	True	True	True	3	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
DZIP1	singleton	ENSG00000134874	False	True	True	1	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
CHAMP1	singleton	ENSG00000198824	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF219	singleton	ENSG00000165804	False	False	False	0		18.0	Bilateria	14	False	SSD_dispersed	pre2R_ancient
SALL2	singleton	ENSG00000165821	True	True	True	3	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
INSM2	singleton	ENSG00000168348	False	False	True	1	Vertebrata	18.0	Bilateria	1	False	WGD_ohnolog	pre2R_ancient
DPF3	singleton	ENSG00000205683	True	True	True	2	Vertebrata	19.0	Opisthokonta	9	False	WGD_ohnolog	pre2R_ancient
ZNF410	singleton	ENSG00000119725	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
BCL11B	singleton	ENSG00000127152	True	True	True	2	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
YY1	singleton	ENSG00000100811	True	True	True	2	Younger	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
KLF13	singleton	ENSG00000169926	True	True	True	5	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
ZNF770	singleton	ENSG00000198146	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
ZNF280D	singleton	ENSG00000137871	True	True	True	1	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ZNF609	singleton	ENSG00000180357	True	True	True	1	Vertebrata	17.0	Chordata	1	False	WGD_ohnolog	pre2R_ancient
BNC1	singleton	ENSG00000169594	False	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
ZNF592	singleton	ENSG00000166716	True	True	True	2	Vertebrata	18.0	Bilateria	50	False	WGD_ohnolog	pre2R_ancient
ZNF710	singleton	ENSG00000140548	False	False	False	0		18.0	Bilateria	7	False	SSD_dispersed	pre2R_ancient
ZNF774	singleton	ENSG00000196391	False	True	True	14	Vertebrata	18.0	Bilateria	50	False	WGD_ohnolog	pre2R_ancient
ZNF598	singleton	ENSG00000167962	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
E4F1	singleton	ENSG00000167967	False	False	False	0		18.0	Bilateria	38	False	SSD_dispersed	pre2R_ancient
ZNF200	singleton	ENSG00000010539	False	False	False	0		18.0	Bilateria	2	False	SSD_dispersed	pre2R_ancient
GLIS2	singleton	ENSG00000126603	False	False	False	0		18.0	Bilateria	14	False	SSD_dispersed	pre2R_ancient
MAZ	singleton	ENSG00000103495	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
ZNF768	singleton	ENSG00000169957	False	False	False	0		18.0	Bilateria	50	False	SSD_dispersed	pre2R_ancient
ZNF629	singleton	ENSG00000102870	False	False	True	14	Vertebrata	18.0	Bilateria	176	False	WGD_ohnolog	pre2R_ancient
ZNF843	singleton	ENSG00000176723	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF423	singleton	ENSG00000102935	True	True	True	1	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
SALL1	singleton	ENSG00000103449	True	True	True	3	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
ZNF319	singleton	ENSG00000166188	False	False	False	0		18.0	Bilateria	50	False	SSD_dispersed	pre2R_ancient
CTCF	singleton	ENSG00000102974	True	True	True	1	Vertebrata	18.0	Bilateria	36	False	WGD_ohnolog	pre2R_ancient
ZNF821	singleton	ENSG00000102984	False	False	False	0		18.0	Bilateria	11	False	SSD_dispersed	pre2R_ancient
ATMIN	singleton	ENSG00000166454	False	False	False	0		19.0	Opisthokonta	3	False	SSD_dispersed	pre2R_ancient
SNAI3	singleton	ENSG00000185669	True	True	True	2	Vertebrata	19.0	Opisthokonta	35	False	WGD_ohnolog	pre2R_ancient
ZNF276	singleton	ENSG00000158805	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
ZFP3	singleton	ENSG00000180787	False	False	True	2	Vertebrata	18.0	Bilateria	176	False	WGD_ohnolog	pre2R_ancient
ZNF594	singleton	ENSG00000180626	False	False	False	0		8.0	Boreoeutheria	36	False	SSD_dispersed	post2R_young
ZNF286B	singleton	ENSG00000249459	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF207	singleton	ENSG00000010244	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF830	singleton	ENSG00000198783	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
IKZF3	singleton	ENSG00000161405	True	True	True	3	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
ZNF385C	singleton	ENSG00000187595	False	False	False	0		18.0	Bilateria	9	False	SSD_dispersed	pre2R_ancient
ZNF652	singleton	ENSG00000198740	False	False	False	0		18.0	Bilateria	6	False	SSD_dispersed	pre2R_ancient
KAT7	singleton	ENSG00000136504	False	False	False	0		19.0	Opisthokonta	9	False	SSD_dispersed	pre2R_ancient
VEZF1	singleton	ENSG00000136451	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
ZNF750	singleton	ENSG00000141579	False	False	False	0		15.0	Euteleostomi	2	True	SSD_dispersed	2R_vertebrata
L3MBTL4	singleton	ENSG00000154655	True	True	True	2	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
ZNF521	singleton	ENSG00000198795	True	True	True	1	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
ZNF532	singleton	ENSG00000074657	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
ZNF407	singleton	ENSG00000215421	False	False	False	0		18.0	Bilateria	50	False	SSD_dispersed	pre2R_ancient
TSHZ1	singleton	ENSG00000179981	True	True	True	2	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
SALL3	singleton	ENSG00000256463	True	True	True	3	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
KLF16	singleton	ENSG00000129911	True	True	True	3	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
ZNF358	singleton	ENSG00000198816	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
ZNF414	singleton	ENSG00000133250	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF121	singleton	ENSG00000197961	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
ZNF491	singleton	ENSG00000177599	False	False	False	0		4.0	Catarrhini	62	False	SSD_dispersed	post2R_young
AC008770.3	singleton	ENSG00000267179	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
KLF1	singleton	ENSG00000105610	False	False	True	1	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
KLF2	singleton	ENSG00000127528	False	False	False	0		18.0	Bilateria	22	False	SSD_dispersed	pre2R_ancient
ZNF493	singleton	ENSG00000196268	False	False	False	0		6.0	Primates	176	False	SSD_dispersed	post2R_young
OVOL3	singleton	ENSG00000105261	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
ZNF146	singleton	ENSG00000167635	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
ZNF260	singleton	ENSG00000254004	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
ZNF345	singleton	ENSG00000251247	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
ZNF781	singleton	ENSG00000196381	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
DPF1	singleton	ENSG00000011332	True	True	True	2	Vertebrata	19.0	Opisthokonta	9	False	WGD_ohnolog	pre2R_ancient
ZNF574	singleton	ENSG00000105732	False	False	False	0		18.0	Bilateria	36	False	SSD_dispersed	pre2R_ancient
ZNF526	singleton	ENSG00000167625	False	False	False	0		18.0	Bilateria	36	False	SSD_dispersed	pre2R_ancient
ZNF575	singleton	ENSG00000176472	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
ZNF296	singleton	ENSG00000170684	True	True	True	2	Vertebrata	19.0	Opisthokonta	36	False	WGD_ohnolog	pre2R_ancient
ZNF841	singleton	ENSG00000197608	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
ZNF83	singleton	ENSG00000167766	False	False	False	0		7.0	Euarchontoglires	176	False	SSD_dispersed	post2R_young
ZNF600	singleton	ENSG00000189190	False	False	False	0		4.0	Catarrhini	176	False	SSD_dispersed	post2R_young
ZNF415	singleton	ENSG00000170954	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
ZNF628	singleton	ENSG00000197483	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
ZNF787	singleton	ENSG00000142409	False	False	False	0		15.0	Euteleostomi	1	True	SSD_dispersed	2R_vertebrata
ZNF71	singleton	ENSG00000197951	False	False	True	2	Vertebrata	18.0	Bilateria	176	False	WGD_ohnolog	pre2R_ancient
ZNF835	singleton	ENSG00000127903	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
ZNF134	singleton	ENSG00000213762	False	False	False	0		9.0	Eutheria	38	False	SSD_dispersed	post2R_young
ZNF329	singleton	ENSG00000181894	False	False	False	0		18.0	Bilateria	62	False	SSD_dispersed	pre2R_ancient
MYT1L	singleton	ENSG00000186487	False	True	True	2	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
KLF11	singleton	ENSG00000172059	True	True	True	5	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
OSR1	singleton	ENSG00000143867	True	True	True	1	Vertebrata	18.0	Bilateria	1	False	WGD_ohnolog	pre2R_ancient
ZNF513	singleton	ENSG00000163795	True	True	True	2	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
BCL11A	singleton	ENSG00000119866	True	True	True	2	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
EGR4	singleton	ENSG00000135625	False	False	False	0		19.0	Opisthokonta	4	False	SSD_dispersed	pre2R_ancient
KCMF1	singleton	ENSG00000176407	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
GLI2	singleton	ENSG00000074047	False	False	False	0		18.0	Bilateria	14	False	SSD_dispersed	pre2R_ancient
SP5	singleton	ENSG00000204335	False	False	False	0		18.0	Bilateria	22	False	SSD_dispersed	pre2R_ancient
SP3	singleton	ENSG00000172845	False	True	True	2	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
SP9	singleton	ENSG00000217236	False	True	True	1	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
ZNF385B	singleton	ENSG00000144331	False	False	True	1	Vertebrata	18.0	Bilateria	9	False	WGD_ohnolog	pre2R_ancient
ZNF804A	singleton	ENSG00000170396	False	False	False	0		16.0	Vertebrata	2	True	SSD_dispersed	2R_vertebrata
KLF7	singleton	ENSG00000118263	True	True	True	1	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
IKZF2	singleton	ENSG00000030419	True	True	True	3	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
ZNF142	singleton	ENSG00000115568	True	True	True	2	Vertebrata	18.0	Bilateria	36	False	WGD_ohnolog	pre2R_ancient
ANKZF1	singleton	ENSG00000163516	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
SCRT2	singleton	ENSG00000215397	False	False	False	0		16.0	Vertebrata	36	True	SSD_dispersed	2R_vertebrata
OVOL2	singleton	ENSG00000125850	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
INSM1	singleton	ENSG00000173404	False	False	True	1	Vertebrata	18.0	Bilateria	1	False	WGD_ohnolog	pre2R_ancient
PLAGL2	singleton	ENSG00000126003	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
ZNF341	singleton	ENSG00000131061	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
L3MBTL1	singleton	ENSG00000185513	True	True	True	2	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
ZNF335	singleton	ENSG00000198026	False	False	False	0		18.0	Bilateria	1	False	SSD_dispersed	pre2R_ancient
SNAI1	singleton	ENSG00000124216	True	True	True	2	Vertebrata	19.0	Opisthokonta	36	False	WGD_ohnolog	pre2R_ancient
CTCFL	singleton	ENSG00000124092	True	True	True	1	Vertebrata	18.0	Bilateria	36	False	WGD_ohnolog	pre2R_ancient
ZNF831	singleton	ENSG00000124203	True	True	True	3	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
SLC2A4RG	singleton	ENSG00000125520	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
ZNF512B	singleton	ENSG00000196700	False	False	False	0		18.0	Bilateria	2	False	SSD_dispersed	pre2R_ancient
MYT1	singleton	ENSG00000196132	True	True	True	2	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
PRDM15	singleton	ENSG00000141956	False	False	False	0		18.0	Bilateria	38	False	SSD_dispersed	pre2R_ancient
ZNF70	singleton	ENSG00000187792	False	False	True	2	Vertebrata	18.0	Bilateria	62	False	WGD_ohnolog	pre2R_ancient
RBSN	singleton	ENSG00000131381	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF385D	singleton	ENSG00000151789	False	False	True	1	Vertebrata	18.0	Bilateria	9	False	WGD_ohnolog	pre2R_ancient
ZNF619	singleton	ENSG00000177873	False	False	False	0		18.0	Bilateria	62	False	SSD_dispersed	pre2R_ancient
FEZF2	singleton	ENSG00000153266	True	True	True	1	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ZNF654	singleton	ENSG00000175105	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF80	singleton	ENSG00000174255	False	False	False	0		18.0	Bilateria	62	False	SSD_dispersed	pre2R_ancient
ZNF148	singleton	ENSG00000163848	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
KLF15	singleton	ENSG00000163884	False	False	False	0		18.0	Bilateria	22	False	SSD_dispersed	pre2R_ancient
ZXDC	singleton	ENSG00000070476	True	True	True	1	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
MECOM	singleton	ENSG00000085276	True	True	True	1	Vertebrata	18.0	Bilateria	1	False	WGD_ohnolog	pre2R_ancient
ZNF639	singleton	ENSG00000121864	False	False	False	0		18.0	Bilateria	11	False	SSD_dispersed	pre2R_ancient
ZNF721	singleton	ENSG00000182903	False	False	False	0		16.0	Vertebrata	5	True	SSD_dispersed	2R_vertebrata
ZNF518B	singleton	ENSG00000178163	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
KLF3	singleton	ENSG00000109787	True	True	True	2	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
REST	singleton	ENSG00000084093	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
PRDM8	singleton	ENSG00000152784	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
PRDM5	singleton	ENSG00000138738	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
ZNF827	singleton	ENSG00000151612	False	False	False	0		18.0	Bilateria	36	False	SSD_dispersed	pre2R_ancient
ZFP42	singleton	ENSG00000179059	True	True	True	2	Younger	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
ZNF366	singleton	ENSG00000178175	False	False	False	0		18.0	Bilateria	7	False	SSD_dispersed	pre2R_ancient
FAM170A	singleton	ENSG00000164334	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF474	singleton	ENSG00000164185	False	False	False	0		18.0	Bilateria	3	False	SSD_dispersed	pre2R_ancient
PRDM6	singleton	ENSG00000061455	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
ZNF608	singleton	ENSG00000168916	True	True	True	1	Vertebrata	17.0	Chordata	1	False	WGD_ohnolog	pre2R_ancient
EGR1	singleton	ENSG00000120738	True	True	True	2	Vertebrata	19.0	Opisthokonta	4	False	WGD_ohnolog	pre2R_ancient
ZNF346	singleton	ENSG00000113761	False	False	False	0		18.0	Bilateria	9	False	SSD_dispersed	pre2R_ancient
ZFP2	singleton	ENSG00000198939	False	False	True	3	Vertebrata	18.0	Bilateria	176	False	WGD_ohnolog	pre2R_ancient
ZFP62	singleton	ENSG00000196670	False	False	False	0		18.0	Bilateria	5	False	SSD_dispersed	pre2R_ancient
RREB1	singleton	ENSG00000124782	False	False	False	0		18.0	Bilateria	14	False	SSD_dispersed	pre2R_ancient
HIVEP1	singleton	ENSG00000095951	True	True	True	3	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
ZNF322	singleton	ENSG00000181315	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
ZNF391	singleton	ENSG00000124613	False	False	False	0		11.0	Mammalia	176	False	SSD_dispersed	post2R_young
ZNF76	singleton	ENSG00000065029	True	True	True	1	Vertebrata	19.0	Opisthokonta	36	False	WGD_ohnolog	pre2R_ancient
ZNF318	singleton	ENSG00000171467	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZNF451	singleton	ENSG00000112200	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
ZNF292	singleton	ENSG00000188994	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
PRDM13	singleton	ENSG00000112238	False	False	False	0		18.0	Bilateria	28	False	SSD_dispersed	pre2R_ancient
PRDM1	singleton	ENSG00000057657	True	True	True	1	Vertebrata	19.0	Opisthokonta	36	False	WGD_ohnolog	pre2R_ancient
ZUFSP	singleton	ENSG00000153975	False	False	False	0		18.0	Bilateria	6	False	SSD_dispersed	pre2R_ancient
L3MBTL3	singleton	ENSG00000198945	True	True	True	2	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
HIVEP2	singleton	ENSG00000010818	True	True	True	3	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
PLAGL1	singleton	ENSG00000118495	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
ZNF853	singleton	ENSG00000236609	False	False	False	0		11.0	Mammalia	30	True	SSD_dispersed	post2R_young
JAZF1	singleton	ENSG00000153814	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
GLI3	singleton	ENSG00000106571	False	False	False	0		18.0	Bilateria	14	False	SSD_dispersed	pre2R_ancient
IKZF1	singleton	ENSG00000185811	False	True	True	3	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
ZNF117	singleton	ENSG00000152926	False	False	False	0		6.0	Primates	176	False	SSD_dispersed	post2R_young
ZNF804B	singleton	ENSG00000182348	False	False	False	0		16.0	Vertebrata	2	True	SSD_dispersed	2R_vertebrata
ZNF655	singleton	ENSG00000197343	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
FEZF1	singleton	ENSG00000128610	True	True	True	1	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ZNF800	singleton	ENSG00000048405	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
KLF14	singleton	ENSG00000266265	True	True	True	3	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
ZNF467	singleton	ENSG00000181444	False	False	False	0		18.0	Bilateria	50	False	SSD_dispersed	pre2R_ancient
EGR3	singleton	ENSG00000179388	True	True	True	2	Vertebrata	19.0	Opisthokonta	4	False	WGD_ohnolog	pre2R_ancient
ZNF395	singleton	ENSG00000186918	False	False	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
ZNF703	singleton	ENSG00000183779	True	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
ZMAT4	singleton	ENSG00000165061	False	False	False	0		18.0	Bilateria	9	False	SSD_dispersed	pre2R_ancient
SNAI2	singleton	ENSG00000019549	True	True	True	2	Vertebrata	19.0	Opisthokonta	35	False	WGD_ohnolog	pre2R_ancient
ST18	singleton	ENSG00000147488	True	True	True	2	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
PLAG1	singleton	ENSG00000181690	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
PRDM14	singleton	ENSG00000147596	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
ZNF704	singleton	ENSG00000164684	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
OSR2	singleton	ENSG00000164920	True	True	True	1	Vertebrata	18.0	Bilateria	1	False	WGD_ohnolog	pre2R_ancient
ZNF706	singleton	ENSG00000120963	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
KLF10	singleton	ENSG00000155090	True	True	True	3	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
ZFPM2	singleton	ENSG00000169946	False	False	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
