gene	genomic_class	arrangement	provenance	dup_class4	TF_subfamily	in_lambert	hgnc_locus_type	is_ohnolog	is_ohnolog_relaxed	ohnolog_rescue_via_cluster	cluster_id	n_ohnolog_partners	ohnolog_dup_time	youngest_paralog_node	age_category	hgnc_id	is_IEI	is_IEI_amberplus	is_IEI_monoallelic	lineage	origin_window
PRMT3	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:30163	False	False	False		before_R1
RBSN	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:20759	False	False	False		before_R1
REST	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:9966	False	False	False		before_R1
RLF	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:6086	False	False	False		R1_to_R2
RREB1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:10449	False	False	False		before_R1
SCRT1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:15950	False	False	False		before_R1
SCRT2	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:15952	False	False	False		before_R1
SP5	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:14529	False	False	False		before_R1
TRAFD1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:24808	False	False	False		after_R2
VEZF1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:12949	False	False	False		R1_to_R2
WT1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:12796	False	False	False		before_R1
ZBTB11	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:16740	False	False	False		R1_to_R2
ZBTB12	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:19066	False	False	False		after_R2
ZBTB14	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:12860	False	False	False		R1_to_R2
ZBTB16	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:12930	False	False	False		R1_to_R2
ZBTB17	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:12936	False	False	False		R1_to_R2
ZBTB18	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:13030	False	False	False		R1_to_R2
ZBTB20	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:13503	False	False	False		R1_to_R2
ZBTB21	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:13083	False	False	False		R1_to_R2
ZBTB22	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:13085	False	False	False		after_R2
ZBTB3	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:22918	False	False	False		after_R2
ZBTB32	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:16763	False	False	False		after_R2
ZBTB33	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:16682	False	False	False		R1_to_R2
ZBTB37	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:28365	False	False	False		after_R2
ZBTB38	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:26636	False	False	False		before_R1
ZBTB39	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:29014	False	False	False		before_R1
ZBTB4	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:23847	False	False	False		before_R1
ZBTB40	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:29045	False	False	False		before_R1
ZBTB41	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:24819	False	False	False		R1_to_R2
ZBTB42	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:32550	False	False	False		after_R2
ZBTB45	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:23715	False	False	False		after_R2
ZBTB47	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:26955	False	False	False		before_R1
ZBTB48	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:4930	False	False	False		after_R2
ZBTB7A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:18078	False	False	False		before_R1
ZBTB7B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:18668	False	False	False		R1_to_R2
ZBTB7C	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:31700	False	False	False		after_R2
ZBTB9	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:28323	False	False	False		after_R2
ZFAT	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:19899	False	False	False		before_R1
ZFP62	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:23241	False	False	False		before_R1
ZFP91	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:14983	False	False	False		after_R2
ZFX	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Boreoeutheria	post2R_young	HGNC:12869	False	False	False		after_R2
ZFY	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Boreoeutheria	post2R_young	HGNC:12870	False	False	False		after_R2
ZMAT1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:29377	False	False	False		before_R1
ZMAT4	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:25844	False	False	False		before_R1
ZNF117	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Primates	post2R_young	HGNC:12897	False	False	False		human_only
ZNF121	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:12904	False	False	False		after_R2
ZNF131	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:12915	False	False	False		before_R1
ZNF134	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Eutheria	post2R_young	HGNC:12918	False	False	False		R1_to_R2
ZNF146	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:12931	False	False	False		after_R2
ZNF148	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:12933	False	False	False		R1_to_R2
ZNF16	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:12947	False	False	False		human_only
ZNF200	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:12993	False	False	False		before_R1
ZNF207	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:12998	False	False	False		before_R1
ZNF219	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:13011	False	False	False		before_R1
ZNF22	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:13012	False	False	False		before_R1
ZNF232	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:13026	False	False	False		human_only
ZNF239	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:13031	False	False	False		after_R2
ZNF260	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:13499	False	False	False		after_R2
ZNF275	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	HGNC:13069	False	False	False		R1_to_R2
ZNF276	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:23330	False	False	False		after_R2
ZNF281	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:13075	False	False	False		after_R2
ZNF292	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:18410	False	False	False		R1_to_R2
ZNF318	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:13578	False	False	False		before_R1
ZNF319	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:13644	False	False	False		after_R2
ZNF32	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	HGNC:13095	False	False	False		R1_to_R2
ZNF322	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:23640	False	False	False		after_R2
ZNF326	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:14104	False	False	False		R1_to_R2
ZNF329	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:14209	False	False	False		before_R1
ZNF335	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:15807	False	False	False		before_R1
ZNF341	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:15992	True	True	False		before_R1
ZNF345	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:16367	False	False	False		after_R2
ZNF346	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:16403	False	False	False		before_R1
ZNF358	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:16838	False	False	False		after_R2
ZNF365	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:18194	False	False	False		before_R1
ZNF366	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:18316	False	False	False		before_R1
ZNF367	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:18320	False	False	False		before_R1
ZNF385A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:17521	False	False	False		before_R1
ZNF385C	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:33722	False	False	False		before_R1
ZNF391	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Mammalia	post2R_young	HGNC:18779	False	False	False		R1_to_R2
ZNF407	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:19904	False	False	False		before_R1
ZNF408	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:20041	False	False	False		after_R2
ZNF410	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:20144	False	False	False		after_R2
ZNF414	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:20630	False	False	False		R1_to_R2
ZNF415	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:20636	False	False	False		human_only
ZNF438	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:21029	False	False	False		before_R1
ZNF444	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:16052	False	False	False		before_R1
ZNF449	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:21039	False	False	False		after_R2
ZNF451	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:21091	False	False	False		R1_to_R2
ZNF467	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:23154	False	False	False		after_R2
ZNF474	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:12886	False	False	False		before_R1
ZNF488	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:23535	False	False	False		before_R1
ZNF491	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Catarrhini	post2R_young	HGNC:23706	False	False	False		before_R1
ZNF493	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Primates	post2R_young	HGNC:23708	False	False	False		human_only
ZNF511	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:28445	False	False	False		before_R1
ZNF512B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:29212	False	False	False		before_R1
ZNF518A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:29009	False	False	False		before_R1
ZNF518B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:29365	False	False	False		before_R1
ZNF526	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:29415	False	False	False		after_R2
ZNF574	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:26166	False	False	False		before_R1
ZNF575	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:27606	False	False	False		after_R2
ZNF594	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Boreoeutheria	post2R_young	HGNC:29392	False	False	False		before_R1
ZNF598	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:28079	False	False	False		before_R1
ZNF600	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Catarrhini	post2R_young	HGNC:30951	False	False	False		human_only
ZNF618	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	HGNC:29416	False	False	False		before_R1
ZNF619	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:26910	False	False	False		before_R1
ZNF628	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:28054	False	False	False		after_R2
ZNF639	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:30950	False	False	False		before_R1
ZNF644	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:29222	False	False	False		after_R2
ZNF645	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Theria	post2R_young	HGNC:26371	False	False	False		before_R1
ZNF648	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:18190	False	False	False		before_R1
ZNF652	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:29147	False	False	False		before_R1
ZNF654	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:25612	False	False	False		R1_to_R2
ZNF655	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:30899	False	False	False		after_R2
ZNF664	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Amniota	post2R_young	HGNC:25406	False	False	False		before_R1
ZNF678	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Simiiformes	post2R_young	HGNC:28652	False	False	False		after_R2
ZNF691	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:28028	False	False	False		after_R2
ZNF697	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:32034	False	False	False		after_R2
ZNF706	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:24992	False	False	False		before_R1
ZNF710	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:25352	False	False	False		before_R1
ZNF711	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:13128	False	False	False		after_R2
ZNF721	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:29425	False	False	False		before_R1
ZNF740	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:27465	False	False	False		before_R1
ZNF750	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	HGNC:25843	False	False	False		R1_to_R2
ZNF768	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:26273	False	False	False		after_R2
ZNF770	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:26061	False	False	False		before_R1
ZNF787	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	HGNC:26998	False	False	False		after_R2
ZNF80	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:13155	False	False	False		before_R1
ZNF800	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:27267	False	False	False		before_R1
ZNF804A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:21711	False	False	False		after_R2
ZNF804B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:21958	False	False	False		after_R2
ZNF821	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:28043	False	False	False		before_R1
ZNF827	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:27193	False	False	False		after_R2
ZNF83	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euarchontoglires	post2R_young	HGNC:13158	False	False	False		human_only
ZNF830	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:28291	False	False	False		before_R1
ZNF835	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:34332	False	False	False		human_only
ZNF841	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:27611	False	False	False		human_only
ZNF843	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:28710	False	False	False		human_only
ZNF853	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Mammalia	post2R_young	HGNC:21767	False	False	False		after_R2
ZNF883	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:27271	False	False	False		after_R2
ZSCAN10	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:12997	False	False	False		after_R2
ZSCAN20	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:13093	False	False	False		after_R2
ZSCAN21	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:13104	False	False	False		after_R2
ZSCAN22	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:4929	False	False	False		after_R2
ZSCAN26	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:12978	False	False	False		after_R2
ZSCAN29	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:26673	False	False	False		before_R1
ZSCAN4	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:23709	False	False	False		human_only
ZSCAN9	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:12984	False	False	False		human_only
ZUFSP	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:21224	False	False	False		before_R1
PATZ1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:13071	False	False	False		R1_to_R2
ZBTB24	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:21143	True	True	False		R1_to_R2
ZNF524	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:28322	False	False	False		after_R2
ZNF653	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:25196	False	False	False		R1_to_R2
ZNF277	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; BED ZF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:13070	False	False	False		before_R1
ZNF512	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; BED ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:29380	False	False	False		before_R1
ZC3H8	singleton	dispersed	SSD	dispersed_SSD	CCCH ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:30941	False	False	False		before_R1
ZGPAT	singleton	dispersed	SSD	dispersed_SSD	CCCH ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:15948	False	False	False		before_R1
CENPB	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:1852	False	False	False		before_R1
