gene	genomic_class	arrangement	provenance	dup_class4	TF_subfamily	in_lambert	hgnc_locus_type	is_ohnolog	is_ohnolog_relaxed	ohnolog_rescue_via_cluster	cluster_id	n_ohnolog_partners	ohnolog_dup_time	youngest_paralog_node	age_category	canon	gwas_SLE_lupus	gwas_rheumatoid_arthritis	gwas_allergy	gwas_asthma	gwas_type_1_diabetes	gwas_any	n_gwas_diseases	lineage	origin_window	is_IEI
ZNF131	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZBTB35	False	False	False	False	False	False	0		before_R1	False
ZNF134	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Eutheria	post2R_young	ZNF134	False	False	False	False	False	False	0		R1_to_R2	False
ZNF146	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF146	False	False	False	False	False	False	0		after_R2	False
ZNF148	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	ZNF148	False	False	False	False	False	False	0		R1_to_R2	False
ZNF16	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF16	False	False	False	False	False	False	0		human_only	False
ZNF200	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF200	False	False	False	False	False	False	0		before_R1	False
ZNF207	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF207	False	False	False	False	False	False	0		before_R1	False
ZNF219	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF219	False	False	False	False	False	False	0		before_R1	False
ZNF22	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF22	False	False	False	False	False	False	0		before_R1	False
ZNF232	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	ZNF232	False	False	False	False	False	False	0		human_only	False
ZNF239	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF239	False	False	False	False	False	False	0		after_R2	False
ZNF260	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF260	False	False	False	False	False	False	0		after_R2	False
ZNF275	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	ZNF275	False	False	False	False	False	False	0		R1_to_R2	False
ZNF276	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	ZNF276	False	False	False	False	False	False	0		after_R2	False
ZNF281	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	ZNF281	False	False	False	False	False	False	0		after_R2	False
ZNF292	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF292	False	False	False	False	False	False	0		R1_to_R2	False
ZNF318	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF318	False	False	False	True	False	True	1		before_R1	False
ZNF319	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF319	False	False	False	False	False	False	0		after_R2	False
ZNF32	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	ZNF32	False	False	False	False	False	False	0		R1_to_R2	False
ZNF322	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF322	False	False	False	False	False	False	0		after_R2	False
ZNF326	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF326	False	False	False	False	False	False	0		R1_to_R2	False
ZNF329	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF329	False	False	False	False	False	False	0		before_R1	False
ZNF335	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF335	False	False	False	False	False	False	0		before_R1	False
ZNF341	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF341	False	False	False	False	False	False	0		before_R1	True
ZNF345	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF345	False	False	False	False	False	False	0		after_R2	False
ZNF346	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF346	False	False	False	False	False	False	0		before_R1	False
ZNF358	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF358	False	False	False	False	False	False	0		after_R2	False
ZNF365	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF365	False	False	False	False	False	False	0		before_R1	False
ZNF366	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF366	False	True	False	True	False	True	2		before_R1	False
ZNF367	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF367	False	False	False	False	False	False	0		before_R1	False
ZNF385A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF385A	False	False	False	False	False	False	0		before_R1	False
ZNF385C	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF385C	False	False	False	False	False	False	0		before_R1	False
ZNF391	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Mammalia	post2R_young	ZNF391	False	False	False	False	False	False	0		R1_to_R2	False
ZNF407	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF407	False	False	False	False	False	False	0		before_R1	False
ZNF408	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF408	False	False	False	False	False	False	0		after_R2	False
ZNF410	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	ZNF410	False	False	False	False	False	False	0		after_R2	False
ZNF414	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF414	False	False	False	False	False	False	0		R1_to_R2	False
ZNF415	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF415	False	False	False	False	False	False	0		human_only	False
ZNF438	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF438	False	False	False	False	False	False	0		before_R1	False
ZNF444	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF444	False	False	False	False	False	False	0		before_R1	False
ZNF449	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	ZNF449	False	False	False	False	False	False	0		after_R2	False
ZNF451	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	ZNF451	False	False	False	False	False	False	0		R1_to_R2	False
ZNF467	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF467	False	False	False	False	False	False	0		after_R2	False
ZNF474	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF106	False	False	False	False	False	False	0		before_R1	False
ZNF488	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF488	False	False	False	False	False	False	0		before_R1	False
ZNF491	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Catarrhini	post2R_young	ZNF491	False	False	False	False	False	False	0		before_R1	False
ZNF493	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Primates	post2R_young	ZNF493	False	False	False	False	False	False	0		human_only	False
ZNF511	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF511	False	False	False	False	False	False	0		before_R1	False
ZNF512B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF512B	False	False	False	False	False	False	0		before_R1	False
ZNF518A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF518A	False	False	False	False	False	False	0		before_R1	False
ZNF518B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF518B	False	False	False	False	False	False	0		before_R1	False
ZNF526	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF526	False	False	False	False	False	False	0		after_R2	False
ZNF574	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF574	False	False	False	False	False	False	0		before_R1	False
ZNF575	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	ZNF575	False	False	False	False	False	False	0		after_R2	False
ZNF594	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Boreoeutheria	post2R_young	ZNF594	False	False	False	False	False	False	0		before_R1	False
ZNF598	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF598	False	False	False	False	False	False	0		before_R1	False
ZNF600	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Catarrhini	post2R_young	ZNF600	False	False	True	False	False	True	1		human_only	False
ZNF618	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	ZNF618	False	False	False	False	False	False	0		before_R1	False
ZNF619	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF619	False	False	False	False	False	False	0		before_R1	False
ZNF628	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF628	False	False	False	False	False	False	0		after_R2	False
ZNF639	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF639	False	False	False	False	False	False	0		before_R1	False
ZNF644	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF644	False	False	False	False	False	False	0		after_R2	False
ZNF645	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Theria	post2R_young	CBLL2	False	False	False	False	False	False	0		before_R1	False
ZNF648	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF648	False	False	False	False	False	False	0		before_R1	False
ZNF652	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF652	False	False	True	True	False	True	2		before_R1	False
ZNF654	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF654	False	False	False	False	False	False	0		R1_to_R2	False
ZNF655	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF655	False	False	False	False	False	False	0		after_R2	False
ZNF664	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Amniota	post2R_young	ZNF664	False	False	False	False	False	False	0		before_R1	False
ZNF678	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Simiiformes	post2R_young	ZNF678	False	False	False	False	False	False	0		after_R2	False
ZNF691	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF691	False	False	False	False	False	False	0		after_R2	False
ZNF697	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF697	False	False	False	False	False	False	0		after_R2	False
ZNF706	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF706	False	False	False	False	False	False	0		before_R1	False
ZNF710	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF710	False	False	False	False	False	False	0		before_R1	False
ZNF711	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF711	False	False	False	False	False	False	0		after_R2	False
ZNF721	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	ZNF721	False	False	False	False	False	False	0		before_R1	False
ZNF740	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF740	False	False	False	False	False	False	0		before_R1	False
ZNF750	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	ZNF750	False	False	False	False	False	False	0		R1_to_R2	False
ZNF768	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF768	False	False	False	False	False	False	0		after_R2	False
ZNF770	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF770	False	False	False	False	False	False	0		before_R1	False
ZNF787	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	ZNF787	False	False	False	False	False	False	0		after_R2	False
ZNF80	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF80	False	False	False	False	False	False	0		before_R1	False
ZNF800	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF800	False	False	True	False	False	True	1		before_R1	False
ZNF804A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	ZNF804A	False	False	True	False	False	True	1		after_R2	False
ZNF804B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	ZNF804B	False	False	True	False	False	True	1		after_R2	False
ZNF821	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF821	False	False	False	False	False	False	0		before_R1	False
ZNF827	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF827	False	False	False	False	False	False	0		after_R2	False
ZNF83	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euarchontoglires	post2R_young	ZNF83	False	False	False	False	False	False	0		human_only	False
ZNF830	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF830	False	False	False	False	False	False	0		before_R1	False
ZNF835	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF835	False	False	False	False	False	False	0		human_only	False
ZNF841	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF841	False	False	False	True	False	True	1		human_only	False
ZNF843	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF843	False	False	False	False	False	False	0		human_only	False
ZNF853	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Mammalia	post2R_young	ZNF853	False	False	False	False	False	False	0		after_R2	False
ZNF883	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	ZNF883	False	False	False	False	False	False	0		after_R2	False
ZSCAN10	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZSCAN10	False	False	False	False	False	False	0		after_R2	False
ZSCAN20	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZSCAN20	False	False	False	False	False	False	0		after_R2	False
ZSCAN21	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	ZSCAN21	False	False	False	False	False	False	0		after_R2	False
ZSCAN22	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	ZSCAN22	False	False	False	False	False	False	0		after_R2	False
ZSCAN26	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	ZSCAN26	False	True	False	False	False	True	1		after_R2	False
ZSCAN29	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZSCAN29	False	False	False	False	False	False	0		before_R1	False
ZSCAN4	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	ZSCAN4	False	False	False	False	False	False	0		human_only	False
ZSCAN9	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	ZSCAN9	True	True	False	False	False	True	2		human_only	False
ZUFSP	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZUP1	False	False	False	False	False	False	0		before_R1	False
PATZ1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	PATZ1	False	False	False	False	False	False	0		R1_to_R2	False
ZBTB24	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZBTB24	False	False	False	False	False	False	0		R1_to_R2	True
ZNF524	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF524	False	False	False	False	False	False	0		after_R2	False
ZNF653	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	ZNF653	False	False	False	False	False	False	0		R1_to_R2	False
ZNF277	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; BED ZF	True	gene with protein product	False	False	False		0			no_paralog_node	ZNF277	False	False	False	False	False	False	0		before_R1	False
ZNF512	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; BED ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZNF512	False	False	False	False	False	False	0		before_R1	False
ZC3H8	singleton	dispersed	SSD	dispersed_SSD	CCCH ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZC3H8	False	False	False	False	False	False	0		before_R1	False
ZGPAT	singleton	dispersed	SSD	dispersed_SSD	CCCH ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ZGPAT	False	False	True	False	False	True	1		before_R1	False
CENPB	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	CENPB	False	False	False	False	False	False	0		before_R1	False
JRK	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	JRK	False	False	False	False	False	False	0		before_R1	False
JRKL	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	JRKL	False	False	False	False	False	False	0		before_R1	False
TIGD1	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	TIGD1	False	False	False	False	False	False	0		before_R1	False
TIGD2	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	TIGD2	False	False	False	False	False	False	0		before_R1	False
TIGD3	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	TIGD3	False	False	False	False	False	False	0		before_R1	False
TIGD4	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	TIGD4	False	False	False	False	False	False	0		before_R1	False
TIGD5	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0			no_paralog_node	TIGD5	False	False	False	False	False	False	0		R1_to_R2	False
TIGD6	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	TIGD6	False	False	False	False	False	False	0		before_R1	False
TIGD7	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	TIGD7	False	False	False	False	False	False	0		before_R1	False
RBPJ	singleton	dispersed	SSD	dispersed_SSD	CSL	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	RBPJ	False	True	True	False	False	True	2		before_R1	False
RBPJL	singleton	dispersed	SSD	dispersed_SSD	CSL	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	RBPJL	False	False	False	False	False	False	0		before_R1	False
SATB1	singleton	dispersed	SSD	dispersed_SSD	CUT; Homeodomain	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	SATB1	False	False	True	False	False	True	1		before_R1	False
SATB2	singleton	dispersed	SSD	dispersed_SSD	CUT; Homeodomain	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	SATB2	False	False	False	False	False	False	0		before_R1	False
CXXC1	singleton	dispersed	SSD	dispersed_SSD	CxxC	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	CXXC1	False	False	False	False	False	False	0		before_R1	False
DNMT1	singleton	dispersed	SSD	dispersed_SSD	CxxC	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	DNMT1	False	False	False	False	False	False	0		before_R1	False
DMRTA1	singleton	dispersed	SSD	dispersed_SSD	DM	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	DMRTA1	False	False	True	False	False	True	1		before_R1	False
DMRTA2	singleton	dispersed	SSD	dispersed_SSD	DM	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	DMRTA2	False	False	False	False	False	False	0		before_R1	False
DMRTB1	singleton	dispersed	SSD	dispersed_SSD	DM	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	DMRTB1	False	False	False	False	False	False	0		before_R1	False
DMRTC2	singleton	dispersed	SSD	dispersed_SSD	DM	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	DMRTC2	False	False	False	False	False	False	0		before_R1	False
ELK1	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	KCNH4	False	False	False	False	False	False	0		after_R2	False
ELK3	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	KCNH8	False	False	False	False	False	False	0		R1_to_R2	False
ELK4	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ELK4	False	False	False	False	False	False	0		after_R2	False
ETV2	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	ETV2	False	False	False	False	False	False	0		after_R2	False
FEV	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	FEV	False	False	False	False	False	False	0		R1_to_R2	False
GABPA	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	GABPA	False	False	False	False	False	False	0		before_R1	False
SPDEF	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	SPDEF	False	False	False	False	False	False	0		before_R1	False
SPIB	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	SPIB	False	False	False	False	False	False	0		R1_to_R2	False
FOXD1	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	FOXD1	False	False	False	False	False	False	0		R1_to_R2	False
FOXD4	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Homininae	post2R_young	FOXD4	False	False	False	False	False	False	0		after_R2	False
FOXD4L3	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Homo sapiens	post2R_young	FOXD4L3	False	False	False	False	False	False	0		after_R2	False
FOXD4L4	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Homo sapiens	post2R_young	FOXD4L4	False	False	False	False	False	False	0		after_R2	False
FOXD4L5	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Homo sapiens	post2R_young	FOXD4L5	False	False	False	False	False	False	0		after_R2	False
FOXD4L6	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Homo sapiens	post2R_young	FOXD4L6	False	False	False	False	False	False	0		after_R2	False
