gene	genomic_class	arrangement	provenance	dup_class4	TF_subfamily	in_lambert	hgnc_locus_type	is_ohnolog	is_ohnolog_relaxed	ohnolog_rescue_via_cluster	cluster_id	n_ohnolog_partners	ohnolog_dup_time	youngest_paralog_node	age_category	is_marker	n_marker_celltypes
CEBPA	clustered	clustered	ohnolog	clustered_cis_ohnolog	bZIP	True	gene with protein product	True	True	False	clust0078	3	Vertebrata	Bilateria	pre2R_ancient	False	0
CEBPG	clustered	clustered	ohnolog	clustered_cis_ohnolog	bZIP	True	gene with protein product	True	True	False	clust0078	1	Vertebrata	Bilateria	pre2R_ancient	False	0
FOS	clustered	clustered	ohnolog	clustered_cis_ohnolog	bZIP	True	gene with protein product	True	True	False	clust0077	3	Vertebrata	Bilateria	pre2R_ancient	False	0
JDP2	clustered	clustered	ohnolog	clustered_cis_ohnolog	bZIP	True	gene with protein product	True	True	False	clust0077	1	Vertebrata	Bilateria	pre2R_ancient	True	1
ARID3C	singleton	dispersed	SSD	dispersed_SSD	ARID/BRIGHT	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
KDM5B	singleton	dispersed	SSD	dispersed_SSD	ARID/BRIGHT	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
AHCTF1	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0			no_paralog_node	True	1
AHDC1	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
AKNA	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0			no_paralog_node	True	1
ASH1L	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
DNTTIP1	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
DOT1L	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
GLYR1	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
HMGA1	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
HMGA2	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
PHF21A	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
PRR12	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
SETBP1	singleton	dispersed	SSD	dispersed_SSD	AT hook	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	True	1
C11orf95	singleton	dispersed	SSD	dispersed_SSD	BED ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
FAM200B	singleton	dispersed	SSD	dispersed_SSD	BED ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBED2	singleton	dispersed	SSD	dispersed_SSD	BED ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZBED3	singleton	dispersed	SSD	dispersed_SSD	BED ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZBED5	singleton	dispersed	SSD	dispersed_SSD	BED ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBED6	singleton	dispersed	SSD	dispersed_SSD	BED ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBED9	singleton	dispersed	SSD	dispersed_SSD	BED ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
AEBP2	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ANKZF1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ATMIN	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
BCL6	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	2
BCL6B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
CASZ1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
CCDC17	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
CHAMP1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
CPXCR1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
E4F1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
EEA1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
EGR4	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
FAM170A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
GLI1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
GLI2	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
GLI3	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
GLIS2	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
GZF1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
HIC1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
HIC2	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
HINFP	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
IKZF5	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
JAZF1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	True	1
KAT7	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
KCMF1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
KIN	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
KLF15	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
KLF17	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
KLF2	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
MAZ	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
MTF1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
MYNN	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
MZF1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	False	0
OVOL1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
OVOL2	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
OVOL3	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
PEG3	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
PLAG1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
PLAGL1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
PLAGL2	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
PRDM12	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
PRDM13	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
PRDM14	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
PRDM15	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
PRDM2	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
PRDM5	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
PRDM6	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
PRDM8	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
PRMT3	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
RBSN	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
REST	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
RLF	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
RREB1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
SCRT1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
SCRT2	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
SP5	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TRAFD1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
VEZF1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
WT1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZBTB11	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB12	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB14	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB16	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	True	3
ZBTB17	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB18	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZBTB20	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZBTB21	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB22	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZBTB3	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB32	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZBTB33	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB37	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB38	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
ZBTB39	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB4	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB40	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZBTB41	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB42	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZBTB45	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZBTB47	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB48	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB7A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB7B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZBTB7C	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZBTB9	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZFAT	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
ZFP62	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZFP91	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZFX	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Boreoeutheria	post2R_young	False	0
ZFY	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Boreoeutheria	post2R_young	False	0
ZMAT1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZMAT4	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF117	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Primates	post2R_young	False	0
ZNF121	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF131	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF134	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Eutheria	post2R_young	False	0
ZNF146	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF148	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZNF16	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF200	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF207	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF219	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF22	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF232	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
ZNF239	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF260	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF275	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	False	0
ZNF276	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZNF281	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZNF292	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF318	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF319	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF32	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	False	0
ZNF322	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF326	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF329	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF335	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF341	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF345	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF346	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF358	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF365	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF366	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF367	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF385A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF385C	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF391	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Mammalia	post2R_young	False	0
ZNF407	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF408	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF410	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZNF414	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF415	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF438	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
ZNF444	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF449	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
ZNF451	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZNF467	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF474	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF488	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF491	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Catarrhini	post2R_young	False	0
ZNF493	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Primates	post2R_young	False	0
ZNF511	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF512B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF518A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF518B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF526	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF574	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF575	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZNF594	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Boreoeutheria	post2R_young	False	0
ZNF598	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF600	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Catarrhini	post2R_young	False	0
ZNF618	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
ZNF619	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF628	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF639	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF644	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF648	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF652	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF654	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF655	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF664	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Amniota	post2R_young	False	0
ZNF678	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Simiiformes	post2R_young	False	0
ZNF691	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF697	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF706	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	True	1
ZNF710	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
ZNF711	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF721	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
