gene	paralog	node
VAX2	EMX1	Bilateria
VAX2	VAX1	Bilateria
NFE2L2	NFE2	Gnathostomata
NFE2L2	NFE2L3	Chordata
NFE2L2	NFE2L1	Chordata
PRRX1	PAX2	Bilateria
PRRX1	UNCX	Bilateria
PRRX1	RAX2	Bilateria
PRRX1	DUXB	Bilateria
PRRX1	RHOXF1	Bilateria
PRRX1	PAX1	Bilateria
PRRX1	PAX9	Bilateria
PRRX1	PAX4	Bilateria
PRRX1	VSX2	Bilateria
PRRX1	PAX6	Bilateria
PRRX1	EVX1	Bilateria
PRRX1	ESX1	Bilateria
PRRX1	PRRX2	Bilateria
PRRX1	OTP	Bilateria
PRRX1	MIXL1	Bilateria
PRRX1	PROP1	Bilateria
PRRX1	HESX1	Bilateria
PRRX1	DMBX1	Bilateria
PRRX1	SHOX	Bilateria
PRRX1	SHOX2	Bilateria
PRRX1	PITX1	Bilateria
PRRX1	DPRX	Bilateria
PRRX1	ARX	Bilateria
PRRX1	PAX8	Bilateria
PRRX1	GSC2	Bilateria
PRRX1	ALX1	Bilateria
PRRX1	DRGX	Bilateria
PRRX1	PAX7	Bilateria
PRRX1	OTX2	Bilateria
PRRX1	DUX4L9	Bilateria
PRRX1	DUX4	Bilateria
PRRX1	PHOX2A	Bilateria
PRRX1	ISX	Bilateria
PRRX1	RAX	Bilateria
PRRX1	PAX5	Bilateria
PRRX1	NOBOX	Bilateria
PRRX1	CRX	Bilateria
PRRX1	PITX2	Bilateria
PRRX1	DUXA	Bilateria
PRRX1	ARGFX	Bilateria
PRRX1	PAX3	Bilateria
PRRX1	RHOXF2	Bilateria
PRRX1	RHOXF2B	Bilateria
PRRX1	GSC	Bilateria
PRRX1	EVX2	Bilateria
PRRX1	OTX1	Bilateria
PRRX1	PITX3	Bilateria
PRRX1	ALX3	Bilateria
PRRX1	PHOX2B	Bilateria
PRRX1	SEBOX	Bilateria
PRRX1	ALX4	Bilateria
ASH1L	SETD1A	Opisthokonta
ASH1L	SETD1B	Opisthokonta
ASH1L	SUV39H1	Opisthokonta
ASH1L	EZH2	Opisthokonta
ASH1L	SETDB2	Opisthokonta
ASH1L	KMT2B	Opisthokonta
ASH1L	EHMT2	Opisthokonta
ASH1L	EHMT1	Opisthokonta
ASH1L	SUV39H2	Opisthokonta
ASH1L	SETBP1	Opisthokonta
ASH1L	EZH1	Opisthokonta
ASH1L	NSD2	Opisthokonta
ASH1L	SETDB1	Opisthokonta
ASH1L	KMT2C	Opisthokonta
ASH1L	NSD1	Opisthokonta
ASH1L	NSD3	Opisthokonta
ASH1L	SETD2	Opisthokonta
ASH1L	KMT2A	Opisthokonta
ASH1L	KMT2D	Opisthokonta
MEF2D	MEF2B	Opisthokonta
MEF2D	MEF2C	Opisthokonta
MEF2D	SRF	Opisthokonta
MEF2D	MEF2A	Opisthokonta
PRDM2	ZNF572	Bilateria
PRDM2	ZNF214	Bilateria
PRDM2	ZNF507	Bilateria
PRDM2	ZNF670	Bilateria
PRDM2	ZNF223	Bilateria
PRDM2	ZNF222	Bilateria
PRDM2	ZNF398	Bilateria
PRDM2	ZNF416	Bilateria
PRDM2	ZKSCAN7	Bilateria
PRDM2	ZNF233	Bilateria
PRDM2	ZNF592	Bilateria
PRDM2	ZNF774	Bilateria
PRDM2	GZF1	Bilateria
PRDM2	ZNF333	Bilateria
PRDM2	ZNF776	Bilateria
PRDM2	PRDM4	Bilateria
PRDM2	WIZ	Bilateria
PRDM2	ZNF784	Bilateria
PRDM2	ZNF644	Bilateria
PRDM2	ZNF287	Bilateria
PRDM2	ZNF646	Bilateria
PRDM2		Bilateria
PRDM2	ZNF777	Bilateria
PRDM2	ZBTB17	Bilateria
PRDM2	ZNF17	Bilateria
PRDM2	ZNF746	Bilateria
PRDM2	ZNF627	Bilateria
PRDM2	ZNF697	Bilateria
PRDM2	ZFP57	Bilateria
PRDM2	ZNF547	Bilateria
PRDM2	ZNF136	Bilateria
PRDM2	ZNF530	Bilateria
PRDM2	ZNF34	Bilateria
PRDM2	ZNF625	Bilateria
PRDM2	ZNF852	Bilateria
PRDM2	ZNF467	Bilateria
PRDM2	ZNF426	Bilateria
PRDM2	ZNF230	Bilateria
PRDM2	ZNF155	Bilateria
PRDM2	ZNF687	Bilateria
PRDM2	ZNF527	Bilateria
PRDM2	ZNF408	Bilateria
PRDM2	ZNF285	Bilateria
PRDM2	ZNF587	Bilateria
PRDM2	ZNF417	Bilateria
PRDM2	ZNF768	Bilateria
PRDM2	ZNF407	Bilateria
PRDM2	ZNF707	Bilateria
PRDM2	MYNN	Bilateria
PRDM2	ZNF319	Bilateria
PRDM2	ZBTB41	Bilateria
ZBTB17	ZNF572	Bilateria
ZBTB17	ZNF214	Bilateria
ZBTB17	ZNF507	Bilateria
ZBTB17	ZNF670	Bilateria
ZBTB17	ZNF223	Bilateria
ZBTB17	ZNF222	Bilateria
ZBTB17	ZNF398	Bilateria
ZBTB17	ZNF416	Bilateria
ZBTB17	ZKSCAN7	Bilateria
ZBTB17	ZNF233	Bilateria
ZBTB17	ZNF592	Bilateria
ZBTB17	ZNF774	Bilateria
ZBTB17	GZF1	Bilateria
ZBTB17	ZNF333	Bilateria
ZBTB17	ZNF776	Bilateria
ZBTB17	PRDM4	Bilateria
ZBTB17	WIZ	Bilateria
ZBTB17	ZNF784	Bilateria
ZBTB17	ZNF644	Bilateria
ZBTB17	ZNF287	Bilateria
ZBTB17	ZNF646	Bilateria
ZBTB17		Bilateria
ZBTB17	ZNF777	Bilateria
ZBTB17	ZNF17	Bilateria
ZBTB17	ZNF746	Bilateria
ZBTB17	ZNF627	Bilateria
ZBTB17	ZNF697	Bilateria
ZBTB17	ZFP57	Bilateria
ZBTB17	ZNF547	Bilateria
ZBTB17	ZNF136	Bilateria
ZBTB17	ZNF530	Bilateria
ZBTB17	ZNF34	Bilateria
ZBTB17	ZNF625	Bilateria
ZBTB17	ZNF852	Bilateria
ZBTB17	ZNF467	Bilateria
ZBTB17	PRDM2	Bilateria
ZBTB17	ZNF426	Bilateria
ZBTB17	ZNF230	Bilateria
ZBTB17	ZNF155	Bilateria
ZBTB17	ZNF687	Bilateria
ZBTB17	ZNF527	Bilateria
ZBTB17	ZNF408	Bilateria
ZBTB17	ZNF285	Bilateria
ZBTB17	ZNF587	Bilateria
ZBTB17	ZNF417	Bilateria
ZBTB17	ZNF768	Bilateria
ZBTB17	ZNF407	Bilateria
ZBTB17	ZNF707	Bilateria
ZBTB17	MYNN	Bilateria
ZBTB17	ZNF319	Bilateria
ZBTB17	ZBTB41	Bilateria
TFAP2E	TFAP2B	Gnathostomata
TFAP2E	TFAP2A	Gnathostomata
TFAP2E	TFAP2C	Gnathostomata
TFAP2E	TFAP2D	Vertebrata
NR5A2	NR5A1	Vertebrata
MYCL	MYCN	Chordata
MYCL	MYC	Chordata
RLF	ZNF292	Gnathostomata
RLF	ZNF654	Gnathostomata
ETV3	ELF3	Bilateria
ETV3	ETV7	Bilateria
ETV3	ERFL	Bilateria
ETV3	SPIC	Bilateria
ETV3	ETV4	Bilateria
ETV3	GABPA	Bilateria
ETV3	ELK3	Bilateria
ETV3	ETV5	Bilateria
ETV3	ELF1	Bilateria
ETV3	FLI1	Bilateria
ETV3	SPDEF	Bilateria
ETV3	FEV	Bilateria
ETV3	ETV6	Bilateria
ETV3	SPIB	Bilateria
ETV3	ELF4	Bilateria
ETV3	EHF	Bilateria
ETV3	ELF2	Bilateria
ETV3	ETV3L	Bilateria
ETV3	ERG	Bilateria
ETV3	ETS2	Bilateria
ETV3	ELK1	Bilateria
ETV3	ELK4	Bilateria
ETV3	ETV1	Bilateria
ETV3	SPI1	Bilateria
ETV3	ETS1	Bilateria
ETV3	ETV2	Bilateria
ETV3	ERF	Bilateria
ETV3	ELF5	Bilateria
KDM5B	KDM4A	Opisthokonta
KDM5B	KDM4F	Opisthokonta
KDM5B	KDM4E	Opisthokonta
KDM5B	KDM4B	Opisthokonta
KDM5B	KDM5A	Opisthokonta
KDM5B	KDM4D	Opisthokonta
KDM5B	KDM4C	Opisthokonta
KDM5B	KDM5D	Opisthokonta
KDM5B	KDM5C	Opisthokonta
KDM5B	JARID2	Opisthokonta
IRF6	IRF2	Chordata
IRF6	IRF8	Chordata
IRF6	IRF9	Chordata
IRF6	IRF4	Chordata
IRF6	IRF5	Chordata
IRF6	IRF3	Chordata
IRF6	IRF1	Chordata
IRF6	IRF7	Chordata
PROX1	PROX2	Vertebrata
KMT2A	SETD1A	Opisthokonta
KMT2A	SETD1B	Opisthokonta
KMT2A	SUV39H1	Opisthokonta
KMT2A	EZH2	Opisthokonta
KMT2A	ASH1L	Opisthokonta
KMT2A	SETDB2	Opisthokonta
KMT2A	KMT2B	Opisthokonta
KMT2A	EHMT2	Opisthokonta
KMT2A	EHMT1	Opisthokonta
KMT2A	SUV39H2	Opisthokonta
KMT2A	SETBP1	Opisthokonta
KMT2A	EZH1	Opisthokonta
KMT2A	NSD2	Opisthokonta
KMT2A	SETDB1	Opisthokonta
KMT2A	KMT2C	Opisthokonta
KMT2A	NSD1	Opisthokonta
KMT2A	NSD3	Opisthokonta
KMT2A	SETD2	Opisthokonta
KMT2A	KMT2D	Opisthokonta
ZNF541	RCOR1	Bilateria
ZNF541	MIDEAS	Bilateria
ZNF541	TRERF1	Bilateria
ZNF541	RCOR3	Bilateria
ZNF541	RCOR2	Bilateria
ATF6	CREB3	Bilateria
ATF6	ATF6B	Bilateria
ATF6	CREB3L1	Bilateria
ATF6	CREB3L3	Bilateria
ATF6	CREB3L2	Bilateria
ATF6	CREB3L4	Bilateria
ATF6	CREB1	Bilateria
ATF6	CREM	Bilateria
ATF6	ATF1	Bilateria
CREB1	CREB3	Bilateria
CREB1	ATF6B	Bilateria
CREB1	ATF6	Bilateria
CREB1	CREB3L1	Bilateria
CREB1	CREB3L3	Bilateria
CREB1	CREB3L2	Bilateria
CREB1	CREB3L4	Bilateria
CREB1	CREM	Bilateria
CREB1	ATF1	Bilateria
KLF7	KLF4	Bilateria
KLF7	KLF13	Bilateria
KLF7	KLF10	Bilateria
KLF7	KLF15	Bilateria
KLF7	KLF2	Bilateria
KLF7	KLF8	Bilateria
KLF7	KLF6	Bilateria
KLF7	KLF14	Bilateria
KLF7	SP8	Bilateria
KLF7	KLF18	Bilateria
KLF7	SP6	Bilateria
KLF7	SP9	Bilateria
KLF7	KLF17	Bilateria
KLF7	SP7	Bilateria
KLF7	KLF11	Bilateria
KLF7	KLF9	Bilateria
KLF7	KLF12	Bilateria
KLF7	KLF5	Bilateria
KLF7	KLF16	Bilateria
KLF7	SP5	Bilateria
KLF7	KLF1	Bilateria
KLF7	KLF3	Bilateria
HMGN3	HMGN4	Euteleostomi
HMGN3	HMGN2	Euteleostomi
HMGN3	HMGN1	Euteleostomi
PLAGL1	ZSCAN1	Bilateria
PLAGL1	ZSCAN29	Bilateria
PLAGL1	PLAGL2	Bilateria
PLAGL1	ZNF641	Bilateria
PLAGL1	PLAG1	Bilateria
PLAGL1	ZNF18	Bilateria
PLAGL1	ZNF496	Bilateria
PLAGL1	ZSCAN5B	Bilateria
PLAGL1	ZNF444	Bilateria
PLAGL1	OVOL1	Bilateria
PLAGL1	SCAND1	Bilateria
PLAGL1	ZNF202	Bilateria
PLAGL1	OVOL2	Bilateria
PLAGL1	ZNF131	Bilateria
PLAGL1	ZKSCAN2	Bilateria
PLAGL1	ZNF518B	Bilateria
PLAGL1	ZSCAN32	Bilateria
PLAGL1	ZNF518A	Bilateria
PLAGL1	OVOL3	Bilateria
PLAGL1	ZSCAN18	Bilateria
PLAGL1	ZNF770	Bilateria
PLAGL1	ZNF446	Bilateria
PLAGL1	REST	Bilateria
PLAGL1	ZSCAN5C	Bilateria
PLAGL1	ZSCAN5A	Bilateria
PLAGL1	ZNF576	Bilateria
PLAGL1	PEG3	Bilateria
PLAGL1	ZNF274	Bilateria
PLAGL1	ZNF174	Bilateria
MYB	DMTF1	Opisthokonta
MYB	MYBL1	Opisthokonta
MYB	MYBL2	Opisthokonta
MYB	CDC5L	Opisthokonta
MYB	SNAPC4	Opisthokonta
MYB	TTF1	Opisthokonta
TCF21	HAND1	Bilateria
TCF21	HAND2	Bilateria
TCF21	TCF23	Bilateria
TCF21	FERD3L	Bilateria
TCF21	SCX	Bilateria
TCF21	MSC	Bilateria
TCF21	TCF15	Bilateria
TCF21	BHLHA9	Bilateria
TCF21	PTF1A	Bilateria
TCF21	TWIST1	Bilateria
TCF21	FIGLA	Bilateria
TCF21	TWIST2	Bilateria
TCF21	TCF24	Bilateria
FOXO3	FOXQ1	Opisthokonta
FOXO3	FOXF1	Opisthokonta
FOXO3	FOXI3	Opisthokonta
FOXO3	FOXO1	Opisthokonta
FOXO3	FOXB2	Opisthokonta
FOXO3	FOXA1	Opisthokonta
FOXO3	FOXM1	Opisthokonta
FOXO3	FOXA3	Opisthokonta
FOXO3	FOXJ2	Opisthokonta
FOXO3	FOXA2	Opisthokonta
FOXO3	FOXK1	Opisthokonta
FOXO3	FOXO6	Opisthokonta
FOXO3	FOXJ1	Opisthokonta
FOXO3	FOXK2	Opisthokonta
FOXO3	FOXC1	Opisthokonta
FOXO3	FOXP1	Opisthokonta
FOXO3	FOXH1	Opisthokonta
FOXO3	FOXS1	Opisthokonta
FOXO3	FOXC2	Opisthokonta
FOXO3	FOXD2	Opisthokonta
FOXO3	FOXO4	Opisthokonta
FOXO3	FOXD4L1	Opisthokonta
FOXO3	FOXD4L3	Opisthokonta
FOXO3	FOXD4L4	Opisthokonta
FOXO3	FOXD4L6	Opisthokonta
FOXO3	FOXD4L5	Opisthokonta
FOXO3	FOXD4	Opisthokonta
FOXO3	FOXN1	Opisthokonta
FOXO3	FOXL3	Opisthokonta
FOXO3	FOXR2	Opisthokonta
FOXO3	FOXL1	Opisthokonta
FOXO3	FOXP3	Opisthokonta
FOXO3	FOXI2	Opisthokonta
FOXO3	FOXR1	Opisthokonta
FOXO3	FOXL2	Opisthokonta
FOXO3	FOXD1	Opisthokonta
FOXO3	FOXD3	Opisthokonta
FOXO3	FOXE3	Opisthokonta
FOXO3	FOXE1	Opisthokonta
FOXO3	FOXJ3	Opisthokonta
FOXO3	FOXB1	Opisthokonta
TGIF2	MEIS1	Bilateria
TGIF2	MEIS2	Bilateria
TGIF2	MEIS3	Bilateria
TGIF2	MEIS3P2	Bilateria
TGIF2	PKNOX2	Bilateria
TGIF2	PBX3	Bilateria
TGIF2	PBX1	Bilateria
TGIF2	TGIF1	Bilateria
TGIF2	PKNOX1	Bilateria
TGIF2	PBX2	Bilateria
TGIF2	TGIF2LX	Bilateria
TGIF2	TGIF2LY	Bilateria
TGIF2	PBX4	Bilateria
KLF12	KLF4	Bilateria
KLF12	KLF13	Bilateria
KLF12	KLF10	Bilateria
KLF12	KLF15	Bilateria
KLF12	KLF2	Bilateria
KLF12	KLF8	Bilateria
KLF12	KLF6	Bilateria
KLF12	KLF14	Bilateria
KLF12	SP8	Bilateria
KLF12	KLF18	Bilateria
KLF12	SP6	Bilateria
KLF12	KLF7	Bilateria
KLF12	SP9	Bilateria
KLF12	KLF17	Bilateria
KLF12	SP7	Bilateria
KLF12	KLF11	Bilateria
KLF12	KLF9	Bilateria
KLF12	KLF5	Bilateria
KLF12	KLF16	Bilateria
KLF12	SP5	Bilateria
KLF12	KLF1	Bilateria
KLF12	KLF3	Bilateria
SATB2	SATB1	Vertebrata
KLF9	KLF4	Bilateria
KLF9	KLF13	Bilateria
KLF9	KLF10	Bilateria
KLF9	KLF15	Bilateria
KLF9	KLF2	Bilateria
KLF9	KLF8	Bilateria
KLF9	KLF6	Bilateria
KLF9	KLF14	Bilateria
KLF9	SP8	Bilateria
KLF9	KLF18	Bilateria
KLF9	SP6	Bilateria
KLF9	KLF7	Bilateria
KLF9	SP9	Bilateria
KLF9	KLF17	Bilateria
KLF9	SP7	Bilateria
KLF9	KLF11	Bilateria
KLF9	KLF12	Bilateria
KLF9	KLF5	Bilateria
KLF9	KLF16	Bilateria
KLF9	SP5	Bilateria
KLF9	KLF1	Bilateria
KLF9	KLF3	Bilateria
NR4A3	NR4A2	Vertebrata
NR4A3	NR4A1	Vertebrata
ONECUT2	ONECUT3	Gnathostomata
ONECUT2	ONECUT1	Vertebrata
ZBTB45	ZBTB32	Opisthokonta
ZBTB45	ZNF575	Opisthokonta
ZBTB45	PRDM1	Opisthokonta
ZBTB45	PRDM6	Opisthokonta
ZBTB45	ZBTB18	Opisthokonta
ZBTB45	ZNF76	Opisthokonta
ZBTB45	PATZ1	Opisthokonta
ZBTB45	ZFP91	Opisthokonta
ZBTB45	MTF1	Opisthokonta
ZBTB45	ZNF281	Opisthokonta
ZBTB45	ZBTB42	Opisthokonta
ZBTB45	ZNF148	Opisthokonta
ZBTB45	ZNF653	Opisthokonta
ZBTB45	PRDM10	Opisthokonta
ZBTB45	ZNF296	Opisthokonta
ZBTB45	ZBTB7C	Opisthokonta
ZBTB45	ZBTB20	Opisthokonta
ZBTB45	MAZ	Opisthokonta
ZBTB45	ZNF362	Opisthokonta
ZBTB45	ZNF143	Opisthokonta
ZBTB45	ZNF384	Opisthokonta
ZBTB45	ZNF692	Opisthokonta
ZBTB45	ZBTB1	Opisthokonta
ZBTB45	HIC1	Opisthokonta
ZBTB45	ZBTB16	Opisthokonta
ZBTB45	VEZF1	Opisthokonta
ZBTB45	SNAI3	Opisthokonta
ZBTB45	SNAI2	Opisthokonta
ZBTB45	SNAI1	Opisthokonta
ZBTB45	ZNF276	Opisthokonta
ZBTB45	HIC2	Opisthokonta
ZBTB45	PRDM14	Opisthokonta
ZBTB45	ZNF410	Opisthokonta
ZBTB45	ZNF451	Opisthokonta
ZBTB45	SCRT2	Opisthokonta
ZBTB45	SCRT1	Opisthokonta
PROX2	PROX1	Vertebrata
VSX2	PAX2	Bilateria
VSX2	UNCX	Bilateria
VSX2	RAX2	Bilateria
VSX2	DUXB	Bilateria
VSX2	RHOXF1	Bilateria
VSX2	PRRX1	Bilateria
VSX2	PAX1	Bilateria
VSX2	PAX9	Bilateria
VSX2	PAX4	Bilateria
VSX2	PAX6	Bilateria
VSX2	EVX1	Bilateria
VSX2	ESX1	Bilateria
VSX2	PRRX2	Bilateria
VSX2	OTP	Bilateria
VSX2	MIXL1	Bilateria
VSX2	PROP1	Bilateria
VSX2	HESX1	Bilateria
VSX2	DMBX1	Bilateria
VSX2	SHOX	Bilateria
VSX2	SHOX2	Bilateria
VSX2	PITX1	Bilateria
VSX2	DPRX	Bilateria
VSX2	ARX	Bilateria
VSX2	PAX8	Bilateria
VSX2	GSC2	Bilateria
VSX2	ALX1	Bilateria
VSX2	DRGX	Bilateria
VSX2	PAX7	Bilateria
VSX2	OTX2	Bilateria
VSX2	DUX4L9	Bilateria
VSX2	DUX4	Bilateria
VSX2	PHOX2A	Bilateria
VSX2	ISX	Bilateria
VSX2	RAX	Bilateria
VSX2	PAX5	Bilateria
VSX2	NOBOX	Bilateria
VSX2	CRX	Bilateria
VSX2	PITX2	Bilateria
VSX2	DUXA	Bilateria
VSX2	ARGFX	Bilateria
VSX2	PAX3	Bilateria
VSX2	RHOXF2	Bilateria
VSX2	RHOXF2B	Bilateria
VSX2	GSC	Bilateria
VSX2	EVX2	Bilateria
VSX2	OTX1	Bilateria
VSX2	PITX3	Bilateria
VSX2	ALX3	Bilateria
VSX2	PHOX2B	Bilateria
VSX2	SEBOX	Bilateria
VSX2	ALX4	Bilateria
ESRRB	PGR	Bilateria
ESRRB	ESRRA	Bilateria
ESRRB	AR	Bilateria
ESRRB	NR3C1	Bilateria
ESRRB	ESR2	Bilateria
ESRRB	ESR1	Bilateria
ESRRB	NR3C2	Bilateria
ESRRB	ESRRG	Vertebrata
ZNF410	ZBTB32	Opisthokonta
ZNF410	ZNF575	Opisthokonta
ZNF410	PRDM1	Opisthokonta
ZNF410	PRDM6	Opisthokonta
ZNF410	ZBTB18	Opisthokonta
ZNF410	ZBTB45	Opisthokonta
ZNF410	ZNF76	Opisthokonta
ZNF410	PATZ1	Opisthokonta
ZNF410	ZFP91	Opisthokonta
ZNF410	MTF1	Opisthokonta
ZNF410	ZNF281	Opisthokonta
ZNF410	ZBTB42	Opisthokonta
ZNF410	ZNF148	Opisthokonta
ZNF410	ZNF653	Opisthokonta
ZNF410	PRDM10	Opisthokonta
ZNF410	ZNF296	Opisthokonta
ZNF410	ZBTB7C	Opisthokonta
ZNF410	ZBTB20	Opisthokonta
ZNF410	MAZ	Opisthokonta
ZNF410	ZNF362	Opisthokonta
ZNF410	ZNF143	Opisthokonta
ZNF410	ZNF384	Opisthokonta
ZNF410	ZNF692	Opisthokonta
ZNF410	ZBTB1	Opisthokonta
ZNF410	HIC1	Opisthokonta
ZNF410	ZBTB16	Opisthokonta
ZNF410	VEZF1	Opisthokonta
ZNF410	SNAI3	Opisthokonta
ZNF410	SNAI2	Opisthokonta
ZNF410	SNAI1	Opisthokonta
ZNF410	ZNF276	Opisthokonta
ZNF410	HIC2	Opisthokonta
ZNF410	PRDM14	Opisthokonta
ZNF410	ZNF451	Opisthokonta
ZNF410	SCRT2	Opisthokonta
ZNF410	SCRT1	Opisthokonta
BCL11A	SALL1	Bilateria
BCL11A	RREB1	Bilateria
BCL11A	ZNF516	Bilateria
BCL11A	BCL11B	Bilateria
BCL11A	HIVEP1	Bilateria
BCL11A	ZNF831	Bilateria
BCL11A	SALL4	Bilateria
BCL11A	HIVEP3	Bilateria
BCL11A	SALL2	Bilateria
BCL11A	HIVEP2	Bilateria
BCL11A	ZNF219	Bilateria
BCL11A	SALL3	Bilateria
BCL11A	ZNF217	Bilateria
BCL11A	ZNF536	Bilateria
NKX2-3	NKX3-2	Bilateria
NKX2-3	NKX1-1	Bilateria
NKX2-3	NKX2-2	Bilateria
NKX2-3	NKX2-8	Bilateria
NKX2-3	NKX6-2	Bilateria
NKX2-3	NKX6-3	Bilateria
NKX2-3	NKX3-1	Bilateria
NKX2-3	NKX2-6	Bilateria
NKX2-3	NKX1-2	Bilateria
NKX2-3	NKX2-1	Bilateria
NKX2-3	NKX6-1	Bilateria
NKX2-3	NKX2-5	Bilateria
NKX2-3	NKX2-4	Bilateria
MXI1	MXD3	Bilateria
MXI1	MNT	Bilateria
MXI1	MXD4	Bilateria
MXI1	MXD1	Bilateria
MSX2	MSX1	Bilateria
SOHLH2	SOHLH1	Gnathostomata
ELF1	ELF3	Bilateria
ELF1	ETV7	Bilateria
ELF1	ERFL	Bilateria
ELF1	SPIC	Bilateria
ELF1	ETV4	Bilateria
ELF1	GABPA	Bilateria
ELF1	ELK3	Bilateria
ELF1	ETV3	Bilateria
ELF1	ETV5	Bilateria
ELF1	FLI1	Bilateria
ELF1	SPDEF	Bilateria
ELF1	FEV	Bilateria
ELF1	ETV6	Bilateria
ELF1	SPIB	Bilateria
ELF1	ELF4	Bilateria
ELF1	EHF	Bilateria
ELF1	ELF2	Bilateria
ELF1	ETV3L	Bilateria
ELF1	ERG	Bilateria
ELF1	ETS2	Bilateria
ELF1	ELK1	Bilateria
ELF1	ELK4	Bilateria
ELF1	ETV1	Bilateria
ELF1	SPI1	Bilateria
ELF1	ETS1	Bilateria
ELF1	ETV2	Bilateria
ELF1	ERF	Bilateria
ELF1	ELF5	Bilateria
SMAD9	SMAD2	Bilateria
SMAD9	SMAD3	Bilateria
SMAD9	SMAD5	Bilateria
SMAD9	SMAD4	Bilateria
SMAD9	SMAD1	Bilateria
SMAD9	SMAD7	Bilateria
SMAD9	SMAD6	Bilateria
EGR1	WT1	Opisthokonta
EGR1	EGR4	Opisthokonta
EGR1	EGR3	Opisthokonta
EGR1	EGR2	Opisthokonta
NR2C1	RXRG	Bilateria
NR2C1	NR2E3	Bilateria
NR2C1	NR2E1	Bilateria
NR2C1	HNF4A	Bilateria
NR2C1	NR2F1	Bilateria
NR2C1	NR2F6	Bilateria
NR2C1	NR2F2	Bilateria
NR2C1	NR2C2	Bilateria
NR2C1	RXRA	Bilateria
NR2C1	RXRB	Bilateria
NR2C1	HNF4G	Bilateria
MTERF2	MTERF1	Vertebrata
ZNF706		
TBX2	TBX20	Bilateria
TBX2	TBR1	Bilateria
TBX2	TBX19	Bilateria
TBX2	TBX4	Bilateria
TBX2	TBX10	Bilateria
TBX2	TBX1	Bilateria
TBX2	MGA	Bilateria
TBX2	TBX22	Bilateria
TBX2	TBX18	Bilateria
TBX2	TBX6	Bilateria
TBX2	TBX5	Bilateria
TBX2	TBX3	Bilateria
TBX2	TBX15	Bilateria
TBX2	EOMES	Bilateria
TBX2	TBX21	Bilateria
TBX2	TBXT	Bilateria
TBX4	TBX20	Bilateria
TBX4	TBR1	Bilateria
TBX4	TBX19	Bilateria
TBX4	TBX10	Bilateria
TBX4	TBX1	Bilateria
TBX4	MGA	Bilateria
TBX4	TBX22	Bilateria
TBX4	TBX18	Bilateria
TBX4	TBX6	Bilateria
TBX4	TBX2	Bilateria
TBX4	TBX5	Bilateria
TBX4	TBX3	Bilateria
TBX4	TBX15	Bilateria
TBX4	EOMES	Bilateria
TBX4	TBX21	Bilateria
TBX4	TBXT	Bilateria
TSHZ3	TSHZ1	Gnathostomata
TSHZ3	TSHZ2	Gnathostomata
ZSCAN18	ZSCAN1	Bilateria
ZSCAN18	ZSCAN29	Bilateria
ZSCAN18	PLAGL2	Bilateria
ZSCAN18	ZNF641	Bilateria
ZSCAN18	PLAG1	Bilateria
ZSCAN18	ZNF18	Bilateria
ZSCAN18	ZNF496	Bilateria
ZSCAN18	ZSCAN5B	Bilateria
ZSCAN18	ZNF444	Bilateria
ZSCAN18	OVOL1	Bilateria
ZSCAN18	SCAND1	Bilateria
ZSCAN18	ZNF202	Bilateria
ZSCAN18	OVOL2	Bilateria
ZSCAN18	ZNF131	Bilateria
ZSCAN18	ZKSCAN2	Bilateria
ZSCAN18	ZNF518B	Bilateria
ZSCAN18	ZSCAN32	Bilateria
ZSCAN18	ZNF518A	Bilateria
ZSCAN18	OVOL3	Bilateria
ZSCAN18	ZNF770	Bilateria
ZSCAN18	ZNF446	Bilateria
ZSCAN18	REST	Bilateria
ZSCAN18	ZSCAN5C	Bilateria
ZSCAN18	ZSCAN5A	Bilateria
ZSCAN18	ZNF576	Bilateria
ZSCAN18	PLAGL1	Bilateria
ZSCAN18	PEG3	Bilateria
ZSCAN18	ZNF274	Bilateria
ZSCAN18	ZNF174	Bilateria
LHX4	LMO2	Bilateria
LHX4	LMO4	Bilateria
LHX4	LHX5	Bilateria
LHX4	LMX1A	Bilateria
LHX4	LMO3	Bilateria
LHX4	LMO1	Bilateria
LHX4	LHX8	Bilateria
LHX4	ZFHX3	Bilateria
LHX4	LHX1	Bilateria
LHX4	ZFHX2	Bilateria
LHX4	LHX6	Bilateria
LHX4	LMX1B	Bilateria
LHX4	CRIP1	Bilateria
LHX4	LHX3	Bilateria
LHX4	ZFHX4	Bilateria
LHX4	CRIP2	Bilateria
LHX4	LHX2	Bilateria
LHX4	CRIP3	Bilateria
LHX4	LHX9	Bilateria
LHX4	FHL1	Bilateria
ZNF639	IKZF1	Bilateria
ZNF639	ZNF382	Bilateria
ZNF639	IKZF2	Bilateria
ZNF639	ZNF613	Bilateria
ZNF639	IKZF4	Bilateria
ZNF639	ZNF821	Bilateria
ZNF639	IKZF3	Bilateria
ZNF639	ZNF564	Bilateria
ZNF639	ZNF350	Bilateria
ZNF639	ZNF649	Bilateria
ZNF639	ZNF567	Bilateria
ZSCAN20	ZNF561	Bilateria
ZSCAN20	ZNF562	Bilateria
ZSCAN20	IKZF5	Bilateria
ZSCAN20	ZNF79	Bilateria
ZSCAN20	ZNF551	Bilateria
ZSCAN20	ZNF548	Bilateria
ZSCAN20	ZNF711	Bilateria
ZSCAN20	ZNF837	Bilateria
